Ticker,Pred_GRU,Rentabilidad,Dif_GRU,Sector
HIG,3.7262730598449703,-1.9967198010565783,5.722992860901549,financial-services
UNP,5.3936991691589355,-0.4103800387265475,5.804079207885483,industrials
MA,4.32741117477417,-1.5147820869321853,5.842193261706355,financial-services
CDW,4.663912773132324,-1.180706622523574,5.844619395655898,technology
VZ,-0.031905461102724,-5.883295175074764,5.85138971397204,communication-services
TFC,-0.5428152680397034,5.433506164751132,5.976321432790836,financial-services
IEX,2.6417343616485596,8.621196149423705,5.979461787775145,industrials
CNP,-7.108532905578613,-1.055381677652558,6.0531512279260555,utilities
DTE,-8.619010925292969,-2.5545300863025076,6.064480838990461,utilities
TPR,-4.5634002685546875,1.6193710331646916,6.182771301719379,consumer-cyclical
ROL,5.014644145965576,-1.2603623681561034,6.27500651412168,consumer-cyclical
EL,0.079613521695137,6.402475474293498,6.322861952598361,consumer-defensive
MCD,3.808663845062256,-2.5285774816730635,6.337241326735319,consumer-cyclical
PRU,-1.734736442565918,4.622280347894414,6.357016790460332,financial-services
CB,-3.750333786010742,2.8331680784158193,6.5835018644265615,financial-services
ABNB,12.085823059082031,5.4236459238832655,6.662177135198766,consumer-cyclical
TDG,4.563292026519775,-2.145711256784169,6.709003283303945,industrials
BLK,4.510991096496582,-2.2382406017722447,6.749231698268827,financial-services
AMGN,-1.07925283908844,5.672965110467616,6.752217949556056,healthcare
EXE,11.651740074157717,4.892735725466929,6.759004348690786,energy
RJF,4.463504791259766,-2.3676504140076258,6.831155205267391,financial-services
AEE,-6.471157550811768,0.4198540153440316,6.891011566155799,utilities
AKAM,7.352111339569092,0.4547837455529642,6.897327594016128,technology
WDAY,15.702115058898926,8.570912665216389,7.131202393682537,technology
CMS,-7.739671230316162,-0.5906395215982801,7.149031708717882,utilities
USB,-0.1445129066705703,7.010192781984896,7.154705688655467,financial-services
REG,3.199911117553711,-4.010268741941035,7.210179859494746,real-estate
BKNG,0.8996702432632446,-6.362510254757392,7.262180498020637,consumer-cyclical
TROW,7.0139617919921875,-0.271257958504278,7.2852197504964655,financial-services
COP,4.1336541175842285,-3.2472365124353724,7.380890630019601,energy
META,-7.421809196472168,-14.83827510116725,7.416465904695082,communication-services
IT,15.578987121582031,8.119636770539024,7.459350351043007,technology
LUV,-4.496103763580322,3.0787038704267533,7.574807634007076,industrials
LW,11.537579536437988,19.14708934263323,7.609509806195241,consumer-defensive
D,-11.48340892791748,-3.8475465587125504,7.63586236920493,utilities
NCLH,-16.064680099487305,-8.377602348120053,7.6870777513672515,consumer-cyclical
K,-3.364042043685913,4.483549333476907,7.8475913771628205,consumer-defensive
PEG,0.6972306370735168,-7.170554970832005,7.867785607905522,utilities
PM,-5.412685394287109,-13.369681731857003,7.956996337569894,consumer-defensive
T,-2.695709705352783,-10.846542070624974,8.15083236527219,communication-services
ORLY,-0.534640371799469,-8.727166012142748,8.192525640343279,consumer-cyclical
DE,-0.2333488911390304,-8.56581162142707,8.33246273028804,industrials
ADSK,-5.515289306640625,2.8499287968288964,8.365218103469521,technology
PODD,-5.2894439697265625,3.1164626430847697,8.405906612811332,healthcare
MSCI,-0.2975258231163025,8.23821559432166,8.535741417437963,financial-services
CEG,3.6512951850891113,12.20074024026247,8.549445055173358,utilities
DLR,-8.348176002502441,0.22587637367593,8.574052376178372,real-estate
DHR,0.1200630515813827,8.700938083761017,8.580875032179634,healthcare
GEHC,-3.234053611755371,5.462685602582588,8.69673921433796,healthcare
PKG,9.820080757141112,1.0489478267862296,8.771132930354884,consumer-cyclical
NOC,-9.080169677734377,-0.278657623855396,8.801512053878978,industrials
O,-5.843988418579102,2.9612301824424145,8.805218601021515,real-estate
MET,-0.7287511229515076,8.127878657280299,8.856629780231806,financial-services
EXR,6.5600152015686035,-2.359872264327114,8.919887465895718,real-estate
ZTS,6.548059463500977,-2.461072823853953,9.00913228735493,healthcare
IRM,4.0110039710998535,13.026964083459564,9.01596011235971,real-estate
MLM,-6.76844596862793,2.269979518576072,9.038425487204002,basic-materials
OXY,4.071357727050781,-4.977695521499322,9.049053248550102,energy
SPG,-2.138434410095215,6.9159501874782565,9.05438459757347,real-estate
HSY,0.3019400835037231,-8.837822611793243,9.139762695296966,consumer-defensive
NTRS,-5.3609724044799805,3.8001039906920338,9.161076395172014,financial-services
GEN,2.799194574356079,-6.3844337945166165,9.183628368872697,technology
NDAQ,-1.8591817617416384,-11.113091603289584,9.253909841547944,financial-services
PSX,5.928744792938232,15.241437091392308,9.312692298454074,energy
BMY,12.30199146270752,2.961182604271334,9.340808858436183,healthcare
FITB,-7.3584723472595215,1.991637204623936,9.350109551883458,financial-services
ON,14.585347175598145,5.232195147054215,9.35315202854393,technology
NTAP,4.421206474304199,13.906884862896638,9.485678388592438,technology
EW,-3.757480144500733,5.8000726618324,9.557552806333131,healthcare
IFF,8.247642517089844,-1.3115822584530226,9.559224775542866,basic-materials
MAR,9.826704978942873,0.2510301381751784,9.575674840767691,consumer-cyclical
SCHW,-10.861873626708984,-1.2536533938413756,9.608220232867607,financial-services
LH,7.649345397949219,-2.055544877841921,9.70489027579114,healthcare
AON,3.1531448364257812,-6.670686295631839,9.82383113205762,financial-services
PPL,-8.66010570526123,1.1855521369617168,9.845657842222948,utilities
TGT,-1.321394681930542,-11.303556434435368,9.982161752504826,consumer-defensive
FAST,-2.897470474243164,-12.881381282916127,9.983910808672965,industrials
ITW,5.591805458068848,-4.419439345857671,10.01124480392652,industrials
UPS,3.5634593963623047,13.586446664091405,10.022987267729098,industrials
BA,-1.3926410675048828,-11.573482314994472,10.180841247489589,industrials
YUM,7.955165863037109,-2.5807196162310633,10.535885479268172,consumer-cyclical
EXC,-8.372551918029785,2.175417536750578,10.547969454780365,utilities
HLT,9.097779273986816,-1.4642163978895717,10.561995671876389,consumer-cyclical
CF,11.7190523147583,1.0752486077254468,10.643803707032854,basic-materials
CPT,4.580068588256836,-6.076388838866253,10.656457427123089,real-estate
L,-3.8050661087036137,6.8598216203499405,10.664887729053554,financial-services
ESS,9.70557689666748,-1.0877708209505483,10.79334771761803,real-estate
DIS,10.570021629333496,-0.2303282363235852,10.80034986565708,communication-services
VICI,2.9237842559814453,-7.877108130198004,10.800892386179449,real-estate
MRNA,-8.829172134399414,2.0668892312862073,10.896061365685622,healthcare
SYF,-2.298522472381592,8.663258684525136,10.961781156906728,financial-services
SNA,-5.768353462219238,5.242582994586593,11.010936456805831,industrials
IR,11.173447608947754,0.0903388818547502,11.083108727093004,industrials
JKHY,2.2050065994262695,-8.906336471222843,11.111343070649111,technology
NWSA,3.0348072052001953,-8.214073651073173,11.248880856273368,communication-services
TSCO,1.759259581565857,-9.508900267978364,11.268159849544222,consumer-cyclical
ALLE,-10.049142837524414,1.2397695805510554,11.28891241807547,industrials
STE,-11.312501907348633,0.03133014466976,11.343832052018392,healthcare
IPG,-6.751271724700928,4.629152264817278,11.380423989518206,communication-services
ETR,-4.679126739501953,6.84694852631779,11.526075265819742,utilities
ALL,5.414838790893555,-6.1148430186525555,11.52968180954611,financial-services
BXP,-2.248851776123047,9.388612373072323,11.63746414919537,real-estate
KR,-1.5818144083023071,-13.29538723072288,11.713572822420574,consumer-defensive
V,-9.0108003616333,2.7852551241110612,11.79605548574436,financial-services
VTRS,-0.2266445606946945,11.58269411588518,11.809338676579875,healthcare
MSFT,-12.34167194366455,-0.4183257158512099,11.92334622781334,technology
PCG,-5.703354358673096,6.222843321100926,11.926197679774022,utilities
DG,-2.229403257369995,-14.160007238098046,11.930603980728051,consumer-defensive
LNT,-10.127005577087402,1.818608156108758,11.94561373319616,utilities
LHX,-5.930426120758057,6.050343197168716,11.980769317926772,industrials
NSC,-11.014820098876951,1.0375454235547563,12.05236552243171,industrials
ECL,7.458613872528076,-4.7272296364838375,12.185843509011914,basic-materials
EMR,-6.758391380310059,5.4886661090186175,12.247057489328675,industrials
ROST,-2.5088894367218018,9.780078953260055,12.28896838998186,consumer-cyclical
PH,-5.529179573059082,6.797498036247419,12.3266776093065,industrials
VMC,-9.60330867767334,2.793553730972597,12.396862408645935,basic-materials
GPC,8.300337791442871,-4.27322224434032,12.573560035783192,consumer-cyclical
CVS,11.319451332092283,23.920857325740933,12.601405993648648,healthcare
ORCL,-7.165036201477051,5.483666079114307,12.648702280591358,technology
HWM,0.7741811871528625,13.496081410925834,12.721900223772971,industrials
OMC,-8.703784942626953,4.150328226945336,12.85411316957229,communication-services
BLDR,1.360121250152588,-11.49626464223624,12.856385892388827,industrials
APA,4.837903022766113,17.695699656768205,12.857796634002092,energy
FE,-7.406410217285156,5.501849171045358,12.908259388330514,utilities
STT,-6.84586238861084,6.085940190345751,12.93180257895659,financial-services
NKE,0.2760404348373413,-12.67563502984068,12.95167546467802,consumer-cyclical
VLTO,4.91026496887207,-8.142633544418551,13.05289851329062,industrials
MKC,5.14898157119751,-8.022772555205773,13.171754126403282,consumer-defensive
ULTA,-10.523226737976074,2.7085744100555047,13.23180114803158,consumer-cyclical
CSCO,-8.031397819519043,5.2238391328285605,13.255236952347603,technology
COF,-6.845030784606934,6.415495677323634,13.260526461930567,financial-services
UAL,-6.59808349609375,6.887926037020513,13.486009533114265,industrials
ABT,7.624037265777588,-5.974773132394853,13.59881039817244,healthcare
MCHP,8.560346603393555,-5.085104808185579,13.645451411579137,technology
AXON,-2.2310240268707275,-15.929365523632422,13.698341496761694,industrials
NEE,-0.7532070875167847,13.01936631467576,13.772573402192544,utilities
ACN,17.27093505859375,3.466823117860687,13.804111940733062,technology
FCX,-11.235066413879396,2.5724741373243565,13.80754055120375,basic-materials
DHI,10.831393241882324,-3.12560762731233,13.957000869194657,consumer-cyclical
LDOS,-5.100370407104492,8.909275003588098,14.00964541069259,technology
ZBRA,-0.7627876400947571,-14.797002727953291,14.034215087858536,technology
ED,7.584405899047852,-6.4617924646487825,14.046198363696634,utilities
DASH,8.022778511047363,-6.1330660600463975,14.15584457109376,consumer-cyclical
HSIC,10.065817832946776,-4.0971179065590215,14.162935739505798,healthcare
NWS,5.408016681671143,-8.872429255871078,14.28044593754222,communication-services
HOLX,-5.5076212882995605,8.803184646059776,14.310805934359337,healthcare
URI,-12.202637672424316,2.138279908894689,14.340917581319005,industrials
WELL,-7.176013469696045,7.166917693921376,14.342931163617422,real-estate
MTCH,4.123270034790039,-10.542650889831725,14.665920924621764,communication-services
UDR,2.5879156589508057,-12.105110835587691,14.693026494538495,real-estate
DPZ,5.192502975463867,-9.588255778501514,14.78075875396538,consumer-cyclical
CME,9.90243434906006,-5.050770299524849,14.953204648584908,financial-services
ATO,-8.882204055786133,6.079634177539495,14.961838233325627,utilities
J,-8.776583671569824,6.238385077632575,15.0149687492024,industrials
WTW,11.566472053527832,-3.46124513702887,15.027717190556702,financial-services
PFE,16.767404556274414,1.7333887091571156,15.0340158471173,healthcare
PSA,14.210659980773926,-0.8600484911598615,15.070708471933788,real-estate
HAS,-15.666579246520996,-0.4742300888090595,15.192349157711936,consumer-cyclical
CVX,-11.436107635498049,4.123628259372985,15.559735894871032,energy
LIN,5.1059956550598145,-10.60771682685646,15.713712481916277,basic-materials
CTRA,16.246183395385742,0.4496512546717881,15.796532140713952,energy
DVN,16.86260986328125,1.0059372152297446,15.856672648051504,energy
EG,11.836793899536133,-4.153589863272133,15.990383762808266,financial-services
C,-5.182925224304199,10.961306184408889,16.14423140871309,financial-services
COST,9.57690715789795,-6.620338676116108,16.19724583401406,consumer-defensive
EVRG,-9.837197303771973,6.386571564857868,16.22376886862984,utilities
HON,15.388423919677734,-0.8573566416079271,16.245780561285663,industrials
PLTR,-6.552916526794434,10.027444883904648,16.580361410699084,technology
SPGI,4.0322418212890625,-12.710948080585291,16.743189901874352,financial-services
CSX,-14.168910026550291,2.592756574869388,16.76166660141968,industrials
CPRT,10.083901405334473,-6.723058442385746,16.80695984772022,industrials
AME,-5.762009143829346,11.084506031137083,16.84651517496643,industrials
SOLV,12.829115867614746,-4.044469987689051,16.873585855303798,healthcare
EPAM,20.57486915588379,3.676928864580332,16.897940291303456,technology
ES,-3.7048420906066895,13.224575092902349,16.929417183509038,utilities
EOG,9.471622467041016,-7.858709594459458,17.330332061500474,energy
RL,-4.455276966094971,13.159618987697185,17.614895953792153,consumer-cyclical
DAL,-10.496285438537598,7.31935611053296,17.815641549070556,industrials
CTSH,-11.930859565734863,5.908825425940199,17.839684991675064,technology
BEN,10.09545612335205,-7.788045286426323,17.883501409778376,financial-services
APO,6.436106204986572,-11.58210231031232,18.018208515298895,financial-services
MRK,-10.02481460571289,8.03697210018735,18.06178670590024,healthcare
DVA,11.280560493469238,-6.7898861559802075,18.070446649449444,healthcare
FICO,6.3423075675964355,24.43799848329728,18.095690915700843,technology
EQIX,-8.921216011047363,9.2169254453569,18.138141456404263,real-estate
GNRC,4.967401504516602,-13.17693232586851,18.14433383038511,industrials
EBAY,5.86191987991333,-12.314673361078974,18.176593240992304,consumer-cyclical
EXPD,-14.949956893920898,3.2438399601542316,18.19379685407513,industrials
ROK,-7.091496467590332,11.180500558278016,18.271997025868348,industrials
SYK,13.221580505371094,-5.13301872654793,18.354599231919025,healthcare
RTX,-3.253389358520508,15.104101326294556,18.357490684815065,industrials
INVH,12.46823024749756,-5.91568695024225,18.38391719773981,real-estate
KEYS,-4.980167865753174,13.463570055111434,18.443737920864606,technology
COO,19.473264694213867,1.0260213080619551,18.44724338615191,healthcare
GRMN,12.39529800415039,-6.210107625668358,18.605405629818748,technology
ERIE,2.001418352127075,-16.648618785106663,18.65003713723374,financial-services
AZO,9.380900382995604,-9.504157028104917,18.88505741110052,consumer-cyclical
TJX,-12.442826271057127,6.520356927627699,18.963183198684828,consumer-cyclical
RMD,7.287010192871094,-11.69828793375934,18.985298126630433,healthcare
LEN,23.060331344604492,4.005586617250031,19.05474472735446,consumer-cyclical
INTU,6.915048122406006,-12.189961120646425,19.10500924305243,technology
VRSN,6.887568473815918,-12.226037515603576,19.113605989419497,technology
FOXA,1.415165662765503,20.564100451812767,19.148934789047264,communication-services
JNJ,-8.3950777053833,10.917231074786832,19.312308780170135,healthcare
SBUX,8.806300163269043,-10.565153208259352,19.371453371528396,consumer-cyclical
PFG,-7.240947723388672,12.25606097926482,19.497008702653492,financial-services
AOS,13.479236602783203,-6.049142624011742,19.528379226794947,industrials
TTWO,-6.573985576629639,13.192630535268917,19.766616111898553,communication-services
FDX,-6.1192522048950195,13.703617222326727,19.822869427221747,industrials
HAL,9.64164924621582,29.514425711501968,19.872776465286147,energy
F,-1.94143807888031,17.96384195429333,19.90528003317364,consumer-cyclical
AMP,10.795527458190918,-9.16441409863708,19.959941556828,financial-services
WFC,-6.565946578979492,13.537851554703154,20.103798133682645,financial-services
AMZN,-10.661827087402344,9.451887185216105,20.11371427261845,consumer-cyclical
COIN,-9.76097297668457,10.614881214756489,20.375854191441057,financial-services
VTR,-12.29501247406006,8.143522974481545,20.438535448541604,real-estate
GDDY,9.1725435256958,-11.394339512271214,20.566883037967017,technology
TPL,-11.68879508972168,8.93870604989178,20.627501139613457,energy
KDP,1.5293365716934204,-19.159945163708404,20.689281735401824,consumer-defensive
SJM,14.96667194366455,-5.739239815171915,20.705911758836464,consumer-defensive
PLD,-2.9912209510803223,17.78772575307754,20.778946704157864,real-estate
PWR,-4.913520812988281,15.977377736123447,20.89089854911173,industrials
HUBB,-8.087346076965332,12.817297183259544,20.904643260224873,industrials
LVS,-9.137613296508787,11.960008212285716,21.097621508794504,consumer-cyclical
BDX,16.904254913330078,-4.261872934276888,21.166127847606965,healthcare
WYNN,-9.972967147827148,11.221125218903245,21.194092366730395,consumer-cyclical
VRTX,-7.92991828918457,13.294998214263067,21.22491650344764,healthcare
BRO,7.685425758361816,-13.66725707663884,21.352682835000657,financial-services
XEL,-9.67788314819336,11.710644495997087,21.388527644190447,utilities
XOM,-12.484030723571776,8.94211044443855,21.426141168010325,energy
MAS,15.273367881774902,-6.19930290055122,21.472670782326123,industrials
AVB,14.765604972839355,-6.764356957866763,21.52996193070612,real-estate
ROP,4.890480995178223,-16.73512833872392,21.625609333902144,technology
CHD,16.70713996887207,-5.030489517885546,21.737629486757616,consumer-defensive
AEP,-15.157620429992676,6.613474186742438,21.771094616735112,utilities
JBHT,-1.1575621366500854,20.70912956401574,21.866691700665825,industrials
AES,-12.588255882263184,9.309966672060607,21.89822255432379,utilities
MMM,-11.681639671325684,10.234156094903812,21.915795766229497,industrials
GIS,16.049158096313477,-5.892282240001972,21.94144033631545,consumer-defensive
SRE,-9.829652786254885,12.124729173051774,21.95438195930666,utilities
WST,-4.826044082641602,17.265326015322604,22.091370097964205,healthcare
CMI,-8.122981071472168,14.378697625536551,22.50167869700872,industrials
BG,-7.181410312652588,15.322171042994428,22.503581355647015,consumer-defensive
AWK,11.974454879760742,-10.56308739280742,22.53754227256816,utilities
GILD,-13.558743476867676,9.377835479970544,22.93657895683822,healthcare
EMN,21.50322151184082,-1.640628718346675,23.143850230187496,basic-materials
MOH,22.095643997192383,-1.251614478326613,23.347258475518995,healthcare
BIIB,-2.62062931060791,20.75929884341365,23.37992815402156,healthcare
CLX,14.548605918884276,-8.95123567290664,23.49984159179092,consumer-defensive
MPC,-2.24775767326355,21.351643083749153,23.599400757012702,energy
MDLZ,16.675844192504883,-7.175614762748584,23.851458955253467,consumer-defensive
PANW,6.987845420837402,31.01725014664233,24.029404725804927,technology
DOW,36.04486846923828,11.96044758145026,24.08442088778802,basic-materials
GD,-13.382197380065918,10.77156785958374,24.15376523964966,industrials
CTVA,10.861092567443848,-13.31538119403165,24.1764737614755,basic-materials
KMB,12.64298152923584,-11.61130248396646,24.2542840132023,consumer-defensive
MS,-7.198066711425781,17.086592016579644,24.284658728005425,financial-services
CINF,-21.696605682373047,2.6317700893397573,24.328375771712803,financial-services
CARR,14.347102165222168,-10.007910328680271,24.355012493902443,industrials
NVR,16.671497344970703,-7.912966855298094,24.5844642002688,consumer-cyclical
CSGP,-3.197728395462036,-27.82672519230332,24.628996796841285,real-estate
TECH,0.3028195798397064,24.952197396186456,24.64937781634675,healthcare
CI,15.307024002075195,-9.356298107759129,24.66332210983432,healthcare
RCL,17.60614776611328,-7.12448656504244,24.73063433115572,consumer-cyclical
REGN,-8.121923446655273,16.61124431185156,24.73316775850683,healthcare
XYL,-19.417741775512695,5.428215150168544,24.84595692568124,industrials
FOX,-5.209685325622559,19.660681013707208,24.870366339329767,communication-services
CMCSA,13.75678539276123,-11.16039145677226,24.91717684953349,communication-services
CL,16.780595779418945,-8.432787834145907,25.21338361356485,consumer-defensive
TSN,17.382429122924805,-7.930148691654312,25.31257781457912,consumer-defensive
NVDA,-13.339253425598145,12.021584844180992,25.360838269779137,technology
LII,10.701541900634766,-14.750263458646367,25.45180535928113,industrials
EME,-15.9835844039917,9.476887006438504,25.4604714104302,
JCI,-15.834437370300291,9.663505001418931,25.497942371719223,industrials
CPB,18.343591690063477,-7.317363810746865,25.660955500810346,consumer-defensive
ISRG,-11.965091705322266,13.72257552485155,25.687667230173815,healthcare
PPG,18.465023040771484,-7.271711661166928,25.736734701938413,basic-materials
ADP,11.981377601623535,-13.785621951178834,25.766999552802368,technology
DLTR,10.4502592086792,-15.397746971359677,25.848006180038873,consumer-defensive
IBKR,-16.250642776489258,9.649450190799874,25.900092967289133,
ABBV,-15.48475170135498,10.43541378765889,25.92016548901387,healthcare
BF-B,14.513261795043944,-11.443091160686397,25.95635295573034,consumer-defensive
GPN,21.308992385864254,-4.919623725654108,26.228616111518367,industrials
MSI,18.306720733642575,-8.417799188759455,26.72451992240203,technology
TXN,14.353554725646973,-12.376331255108282,26.729885980755256,technology
TMUS,13.633644104003906,-13.23000862793626,26.863652731940164,communication-services
VRSK,9.865846633911133,-17.157079435080558,27.02292606899169,industrials
AJG,13.292214393615724,-13.77932335557132,27.071537749187044,financial-services
FFIV,6.878116130828857,-20.231379665190733,27.10949579601959,technology
CRL,-6.932831287384033,20.222999593927536,27.15583088131157,healthcare
MTD,-12.672715187072754,14.497646147663874,27.170361334736626,healthcare
MOS,14.610665321350098,-12.760815906709874,27.37148122805997,basic-materials
TMO,-2.683493137359619,24.884406816001228,27.567899953360847,healthcare
TRV,-26.21265983581543,1.6372317516035726,27.849891587419,financial-services
IP,9.09510326385498,-18.779657059392456,27.874760323247436,consumer-cyclical
MO,18.10374641418457,-9.848689511228384,27.952435925412953,consumer-defensive
RSG,17.04502296447754,-11.38047057150472,28.42549353598226,industrials
BALL,15.823440551757812,-12.695686408281375,28.519126960039188,consumer-cyclical
FIS,18.367589950561523,-10.251931561828703,28.61952151239023,technology
BKR,-16.099523544311523,12.738708420220457,28.83823196453198,energy
DAY,0.9878265261650084,30.18939177468895,29.20156524852394,technology
NEM,-11.594744682312012,17.61877857516025,29.21352325747226,basic-materials
WY,19.683900833129883,-9.810788967419132,29.494689800549015,real-estate
IBM,-6.344846725463867,23.716198063359485,30.061044788823352,technology
GE,-16.49299430847168,13.714993238547567,30.207987547019247,industrials
MMC,18.245363235473633,-11.981643703076523,30.22700693855015,financial-services
EXPE,-12.802903175354004,17.485994374363255,30.28889754971726,consumer-cyclical
UHS,-1.890807628631592,28.53465007395141,30.425457702583003,healthcare
APD,15.133273124694824,-15.375399492818037,30.508672617512858,basic-materials
ANET,-17.33521270751953,13.21798091862556,30.55319362614509,technology
TKO,-13.069268226623535,17.649588950012827,30.71885717663636,communication-services
