Ticker,Pred_Average,Rentabilidad,Dif_Average,Sector
BLK,-2.3433025836944585,-2.2382406017722447,0.1050619819222138,financial-services
PYPL,1.6650877714157095,1.5391313450235369,0.1259564263921728,financial-services
APA,17.914691162109374,17.695699656768205,0.2189915053411688,energy
BXP,9.165713500976564,9.388612373072323,0.2228988720957598,real-estate
NXPI,1.778679466247559,2.0270760706844597,0.248396604436901,technology
RVTY,7.90818374156952,8.327253350966608,0.4190696093970878,healthcare
DHR,8.159709930419922,8.700938083761017,0.5412281533410948,healthcare
WTW,-2.9190418243408205,-3.46124513702887,0.5422033126880494,financial-services
CRM,8.98119502067566,8.29602630137822,0.6851687192974403,technology
FRT,4.598166084289551,5.321565013750531,0.7233989294609797,real-estate
SHW,-1.940918254852295,-1.2125180053675462,0.7284002494847488,basic-materials
CMS,-1.371596276760101,-0.5906395215982801,0.7809567551618212,utilities
MCD,-3.392108535766602,-2.5285774816730635,0.8635310540935386,consumer-cyclical
YUM,-1.665237478911877,-2.5807196162310633,0.9154821373191864,consumer-cyclical
PHM,-1.4350767612457278,-0.5006252749648678,0.93445148628086,consumer-cyclical
KIM,-0.4836921215057375,-1.419784664672895,0.9360925431671576,real-estate
PEP,1.5290344238281257,2.500757716151982,0.971723292323856,consumer-defensive
PCAR,3.01734556555748,2.018864514281684,0.998481051275796,industrials
DIS,-1.2875837802886965,-0.2303282363235852,1.0572555439651112,communication-services
CBOE,-0.4806133270263672,-1.5470944330066383,1.066481105980271,financial-services
PFE,2.900530481338501,1.7333887091571156,1.1671417721813853,healthcare
SO,-1.8139671802520752,-0.591891447668217,1.2220757325838585,utilities
GWW,2.883087158203125,4.119236995088655,1.23614983688553,industrials
HD,0.1368581175804135,-1.1462544328953843,1.283112550475798,consumer-cyclical
ETN,7.337947511672974,5.941801887741307,1.396145623931667,industrials
ON,3.7942066431045536,5.232195147054215,1.4379885039496614,technology
V,4.245357203483582,2.7852551241110612,1.460102079372521,financial-services
IEX,10.223465919494627,8.621196149423705,1.602269770070924,industrials
OMC,2.531571102142334,4.150328226945336,1.6187571248030022,communication-services
ADM,7.169490408897401,5.51203396636704,1.6574564425303606,consumer-defensive
ZBH,4.14551043510437,2.414064680473339,1.731445754631031,healthcare
DTE,-4.314449262619019,-2.5545300863025076,1.7599191763165112,utilities
NI,-1.7288866996765138,0.0513086701863997,1.7801953698629136,utilities
TDY,-6.037083625793457,-4.237179821442242,1.7999038043512154,technology
WMB,-1.0088271379470826,0.8150655003696596,1.8238926383167424,energy
MCHP,-7.163589525222779,-5.085104808185579,2.0784847170372,technology
BMY,5.171286392211915,2.961182604271334,2.210103787940581,healthcare
XYZ,1.0481378555297851,-1.1841197798088194,2.232257635338605,technology
K,2.2063620090484624,4.483549333476907,2.277187324428445,consumer-defensive
OTIS,4.444088065624237,6.729862354717528,2.2857742890932906,industrials
CDNS,-2.1275369644165036,-4.413960072123221,2.286423107706717,technology
FANG,4.551644420623779,2.1969273727806655,2.3547170478431134,energy
ABT,-3.5915374755859375,-5.974773132394853,2.3832356568089157,healthcare
ROL,1.1392147302627564,-1.2603623681561034,2.3995770984188596,consumer-cyclical
ORLY,-6.301805114746094,-8.727166012142748,2.4253608973966534,consumer-cyclical
PKG,3.49276351928711,1.0489478267862296,2.4438156925008796,consumer-cyclical
AFL,2.908730697631836,5.372315527865141,2.463584830233305,financial-services
PTC,-6.228381729125977,-3.6914871868358414,2.5368945422901357,technology
