Ticker,Pred_LSTM,Pred_GRU,Pred_TFT,Pred_Average,Rentabilidad,Dif_LSTM,Dif_GRU,Dif_TFT,Dif_Average,Total_Capitalization,Sector
NVDA,-7.7803635597229,-7.301897048950195,-0.9019747972488404,-4.9333147525787355,12.021584844180992,-19.801948403903893,-19.323481893131188,-12.923559641429833,-16.954899596759727,4930024243200,technology
AAPL,-7.778660297393799,-12.506279945373535,-1.684177041053772,-6.286390924453735,23.018155468596987,-30.796815765990782,-35.52443541397052,-24.70233250965076,-29.30454639305072,3995082424320,technology
MSFT,3.0965049266815186,-0.8452710509300232,1.744242787361145,1.7672448754310608,-0.4183257158512099,3.5148306425327283,-0.4269453350788132,2.1625685032123547,2.1855705912822705,3848559656960,technology
GOOGL,-3.839532375335694,-7.605700492858887,-2.3726966381073,-4.006031703948975,43.21264854915738,-47.05218092449307,-50.818349042016266,-45.58534518726468,-47.21868025310635,3396526145536,communication-services
GOOG,-4.861403465270996,-5.360429763793945,-3.507603883743286,-4.419688892364502,42.98048925650341,-47.84189272177441,-48.34091902029736,-46.4880931402467,-47.40017814886792,3396526145536,communication-services
AMZN,-6.0880818367004395,5.458876609802246,7.034215927124023,1.4702289581298829,9.451887185216105,-15.539969021916544,-3.9930105754138583,-2.4176712580920814,-7.981658227086222,2610764447744,consumer-cyclical
AVGO,-12.626028060913086,-3.556330442428589,6.0180134773254395,-3.354471921920776,21.89337119208887,-34.51939925300196,-25.44970163451746,-15.875357714763432,-25.247843114009648,1745527767040,technology
META,-7.122580051422119,-3.8834359645843506,1.9004324674606323,-2.8655462265014653,-14.83827510116725,7.715695049745131,10.9548391365829,16.73870756862788,11.972728874665783,1634184069120,communication-services
TSLA,-1.6691529750823977,3.0263688564300537,-1.4445701837539673,-0.6402154922485351,41.67003230922157,-43.339185284303966,-38.643663452791515,-43.114602492975536,-42.310247801470105,1518435958784,consumer-cyclical
BRK-B,2.646864414215088,0.1986987143754959,3.49576187133789,2.4967902570962908,3.4823514598369507,-0.8354870456218628,-3.283652745461455,0.0134104115009399,-0.98556120274066,1029917966336,financial-services
JPM,7.019686222076416,11.322962760925291,8.643489837646484,8.52986297607422,8.953988149354934,-1.9343019272785185,2.3689746115703585,-0.3104983117084501,-0.4241251732807143,846930903040,financial-services
WMT,-3.802474021911621,-5.504877090454102,-5.825727462768555,-4.952256011962891,-1.652137801129446,-2.150336220782175,-3.852739289324655,-4.173589661639109,-3.3001182108334453,806693109760,consumer-defensive
LLY,7.321879386901856,7.971084117889404,11.328641891479492,9.05442533493042,34.93668604974135,-27.61480666283949,-26.965601931851943,-23.608044158261855,-25.88226071481093,772275896320,healthcare
ORCL,1.7226203680038452,13.963133811950684,19.202600479125977,11.162715101242066,5.483666079114307,-3.761045711110462,8.479467732836376,13.718934400011667,5.679049022127759,748646629376,technology
V,0.4642553329467773,14.741950035095217,4.277709484100342,4.845175933837891,2.7852551241110612,-2.320999791164284,11.956694910984154,1.4924543599892806,2.0599208097268296,658738774016,financial-services
MA,-5.229731559753418,4.357027053833008,-1.1191245317459106,-1.6681370258331298,-1.5147820869321853,-3.7149494728212327,5.871809140765193,0.3956575551862746,-0.1533549389009445,495684714496,financial-services
XOM,1.6296749114990234,2.448073148727417,8.096563339233398,4.3801099300384525,8.94211044443855,-7.312435532939526,-6.4940372957111325,-0.8455471052051511,-4.562000514400097,487544946688,energy
PLTR,-10.167806625366213,-11.66297435760498,-7.468423366546631,-9.387086868286133,10.027444883904648,-20.19525150927086,-21.69041924150963,-17.49586825045128,-19.414531752190783,475583512576,technology
NFLX,0.3144371509552002,9.250495910644531,8.211241722106934,5.26037073135376,-5.211078731251405,5.525515882206605,14.461574641895936,13.422320453358338,10.471449462605165,474097123328,communication-services
JNJ,-9.075788497924805,-3.3395254611968994,-4.571086406707764,-6.1266550540924065,10.917231074786832,-19.99301957271164,-14.256756535983731,-15.488317481494596,-17.043886128879237,455043547136,healthcare
