Ticker,Pred_LSTM,Pred_GRU,Pred_TFT,Pred_Average,Rentabilidad,Dif_LSTM,Dif_GRU,Dif_TFT,Dif_Average,Total_Capitalization,Sector
NVDA,-7.7799201011657715,-2.94874906539917,-11.290212631225586,-8.217802906036377,12.021584844180992,-19.801504945346764,-14.970333909580162,-23.31179747540658,-20.239387750217368,4930024243200,technology
AAPL,-0.6198908686637878,0.5824025869369507,-6.9121012687683105,-2.8963163375854495,23.018155468596987,-23.638046337260775,-22.435752881660036,-29.930256737365298,-25.914471806182437,3995082424320,technology
MSFT,-6.009652614593506,-5.086472034454346,4.782018661499023,-1.508347988128662,-0.4183257158512099,-5.591326898742296,-4.668146318603136,5.200344377350233,-1.0900222722774522,3848559656960,technology
GOOGL,-7.748397827148437,-0.6363636255264282,-0.0705840364098548,-3.254865470528603,43.21264854915738,-50.961046376305816,-43.84901217468381,-43.283232585567234,-46.46751401968598,3396526145536,communication-services
GOOG,-8.004196166992188,-3.1830265522003174,-1.7567591667175293,-4.54098744392395,42.98048925650341,-50.9846854234956,-46.16351580870373,-44.73724842322094,-47.52147670042736,3396526145536,communication-services
AMZN,1.9550142288208008,2.7053542137145996,-1.5640228986740112,0.6974673748016358,9.451887185216105,-7.496872956395304,-6.746532971501505,-11.015910083890116,-8.754419810414468,2610764447744,consumer-cyclical
AVGO,-11.312223434448242,-4.302380084991455,-6.622948169708252,-8.03454465866089,21.89337119208887,-33.20559462653711,-26.195751277080326,-28.516319361797123,-29.927915850749763,1745527767040,technology
META,-6.492091655731201,0.7604764103889465,-1.91360604763031,-3.210183799266815,-14.83827510116725,8.346183445436049,15.598751511556197,12.92466905353694,11.628091301900437,1634184069120,communication-services
TSLA,3.332056999206543,0.2250765860080719,1.0536919832229614,1.799314910173416,41.67003230922157,-38.337975310015025,-41.444955723213496,-40.61634032599861,-39.870717399048154,1518435958784,consumer-cyclical
BRK-B,-0.937566876411438,-2.896439790725708,3.892547369003296,0.6027042388916016,3.4823514598369507,-4.419918336248388,-6.378791250562658,0.4101959091663452,-2.879647220945349,1029917966336,financial-services
JPM,15.009565353393556,7.077394008636475,0.7625196576118469,7.724312806129455,8.953988149354934,6.05557720403862,-1.87659414071846,-8.191468491743088,-1.2296753432254794,846930903040,financial-services
WMT,-4.052588939666748,-5.8752360343933105,-7.019473075866699,-5.603872013092041,-1.652137801129446,-2.400451138537302,-4.2230982332638645,-5.367335274737253,-3.951734211962595,806693109760,consumer-defensive
